user_id,username,location,age,gender,preferences_x,preferences_y
566,997eddied,"Arbroath, Angus, Scotland",,,," An indulgent all-day dining restaurant showcasing flavors from around the world at Al Khiran Kitchen, horizons are meant to be expanded. This is true both literally, thanks to the panoramic views enjoyed from the restaurant’s two-level terrace, and figuratively, courtesy of the internationally inspired menu. Take a seat outdoors for a relaxing meal overlooking the pool and ocean or stay inside to watch the chefs in action through the open kitchen."
567,petrf860,,,,,"Kids Activities, Free parking, Restaurant, Pets Allowed, Airport transportation, Breakfast included, Beachfront, Beach Access Located in Khasab, our camp includes a private beach area and water sports facilities are available on site. Located on the beachfront, each tent offers simple furnishings and a shared bathroom. An array of activities can be enjoyed on site or in the surroundings, including diving, snorkeling. Also, guests can go for kayak and banana boats. Dubai is a 2-hour drive away from the camp."
568,485pennyc,"Hedge End, Hampshire, England",,,,"Free parking, Pool, Internet, Kids Activities, Shuttle Bus Service, Suites, Room service, Free Internet, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Conference Facilities, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Buffet, Outdoor pool, Free airport transportation, Kids Stay Free, Arabic, ATM On Site, Baggage Storage, BBQ Facilities, Car Hire, Coffee Shop, Convenience Store, Currency Exchange, Doorperson, English, Filipino, 24-Hour Front Desk, Gift Shop, Hindi, Iron, Ironing Service, Kids' Meals, 24-Hour Security, Shoeshine, Shops, Steam Room, Taxi Service, Spa, Breakfast Available, VIP Room Facilities Welcome to Salalah Gardens Hotel, your Salalah “home away from home.” Salalah Gardens Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Salalah Gardens Hotel, visitors can check out Sultan Qaboos Mosque (2.1 mi) and Al Hosn Palace (3.1 mi), some of Salalah's top attractions.
Rooms at Salalah Gardens Hotel provide a flat screen TV, air conditioning, and a kitchenette, and guests can stay connected with free wifi.
In addition, while staying at Salalah Gardens Hotel guests have access to a 24 hour front desk, room service, and a concierge. You can also enjoy a pool and breakfast. Need a place to park? Free parking is available at Salalah Gardens Hotel.
While staying at Salalah Gardens Hotel, you can find some great restaurants within walking distance of the hotel including Annabi Restaurant (0.1 mi), Yamal Seafood Restaurant (0.1 mi), and CHANGE Burger & Fries (0.1 mi).
If you’re looking for something to do, Earth Gravity Controversial (0.2 mi) is a nice way to spend some time, and it is within walking distance of Salalah Gardens Hotel.
Salalah Gardens Hotel puts the best of Salalah at your fingertips, making your stay both relaxing and enjoyable.
"
569,654suellam,"Hertingfordbury, Hertfordshire, England",,,,"Free parking, Pool, Internet, Kids Activities, Shuttle Bus Service, Suites, Room service, Free Internet, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Conference Facilities, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Buffet, Outdoor pool, Free airport transportation, Kids Stay Free, Arabic, ATM On Site, Baggage Storage, BBQ Facilities, Car Hire, Coffee Shop, Convenience Store, Currency Exchange, Doorperson, English, Filipino, 24-Hour Front Desk, Gift Shop, Hindi, Iron, Ironing Service, Kids' Meals, 24-Hour Security, Shoeshine, Shops, Steam Room, Taxi Service, Spa, Breakfast Available, VIP Room Facilities Welcome to Salalah Gardens Hotel, your Salalah “home away from home.” Salalah Gardens Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Salalah Gardens Hotel, visitors can check out Sultan Qaboos Mosque (2.1 mi) and Al Hosn Palace (3.1 mi), some of Salalah's top attractions.
Rooms at Salalah Gardens Hotel provide a flat screen TV, air conditioning, and a kitchenette, and guests can stay connected with free wifi.
In addition, while staying at Salalah Gardens Hotel guests have access to a 24 hour front desk, room service, and a concierge. You can also enjoy a pool and breakfast. Need a place to park? Free parking is available at Salalah Gardens Hotel.
While staying at Salalah Gardens Hotel, you can find some great restaurants within walking distance of the hotel including Annabi Restaurant (0.1 mi), Yamal Seafood Restaurant (0.1 mi), and CHANGE Burger & Fries (0.1 mi).
If you’re looking for something to do, Earth Gravity Controversial (0.2 mi) is a nice way to spend some time, and it is within walking distance of Salalah Gardens Hotel.
Salalah Gardens Hotel puts the best of Salalah at your fingertips, making your stay both relaxing and enjoyable.
"
570,U4049BYhelenas,,,,,"Internet, Free Internet, Wifi, Free Wifi, Pool, Kids Activities, Suites, Room service, Free parking, Wheelchair access, Restaurant, Spa, Public Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Fitness center, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Safe, Flatscreen TV, Breakfast Buffet, Private Balcony, Infinity Pool, Outdoor pool, Free Shuttle or Taxi Services, Housekeeping, Arabic, Baggage Storage, Bottled Water, Coffee / Tea Maker, Complimentary Tea, Desk, Diving, English, Fishing, Complimentary Instant Coffee, Complimentary Toiletries, Shuttle Bus Service, Airport transportation, Minibar, Conference Facilities, Non-smoking hotel, Heated pool, Kids pool, Breakfast Available, Parking, Free airport transportation, Kids Club, Afrikaans, Bath / Shower, Bathrobes, Bidet, Boating, Breakfast in the Room, Bridal Suite, Cable / Satellite TV, Canoeing, Canoeing Off-site, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Children's Television Networks, Children's Playground, Clothes Rack, Couples Massage, Currency Exchange, Dining Area, Electric Kettle, Entertainment Staff, Facial Treatments, Farsi, Filipino, First Aid Kit, Fitness / Spa Locker Rooms, Foot Bath, Foot Massage, Complimentary Welcome Drink, French, 24-Hour Front Desk, Full Body Massage, Gift Shop, Hair Dryer, Hand Massage, Happy Hour, Head Massage, Highchairs Available, Hiking, Hindi, Indonesian, Indoor Play Area for Children, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Laptop Safe, Malay, Manicure, Massage, Mountain View, Neck Massage, Newspaper, Outdoor Dining Area, Outdoor Furniture, Patio, Pedicure, Pool / Beach Towels, Private Bathrooms, Private Check-in / Check-out, Seating Area, 24-Hour Security, Secured Parking, Shallow End, Shoeshine, Sinhala, Snorkeling, Sofa, Spanish, Special Diet Menus, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Tamil, Taxi Service, Telephone, Tile / Marble Floor, Valet Parking, Video Game Console, Vietnamese, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Waxing Services, Wine / Champagne, Photo Copier / Fax In Business Center Atana Musandam Resort is a novel member of LVX Preferred Hotels & Resorts, Upscale Luxury with Local Flair, known for its sun-drenched swimming pool and boutique vibes are just two of the main draws of the four-star, 105-room Atana Musandam. Located in the sleepy Musandam Peninsula and dubbed the ""Norway of Arabia,"" thanks to its fjord-like inlets and aquamarine waters, this coastal hideaway makes for an exquisite retreat from ordinary life. After an exciting day of exploration, you can return to your warm and welcoming room of subtle Omani styling. *Catch a sunrise from your private balcony or terrace *Watch your kids play in the children’s pool and shaded playground *Ride an Omani Dhow cruising the sea coast in the Strait of Hormuz *Scuba & Snorkelling to unlock the hidden beauty of the underwaters *Ports of Call Tours *Take a Mountain Safari to Jabal Harim *Take a dolphin-watching cruise around the breathtaking fjords *Rejuvenate in the spa with an aromatherapy massage *Feast on fresh Omani lobster at on-site eatery Al Mawra *Head out on a fishing trip and catch your own seafood dinner Whether you want to simply recharge in the sunshine or immerse yourself in the culture and landscape of Oman, one deep breath of fresh Musandam Peninsula air puts you in instant vacation mode. Evenings are just as relaxing with the gentle sounds of an oud player accompanying your dinner."
571,spudDorset,"Isle of Portland, Dorset, England",,,,"Pool, Internet, Free Internet, Restaurant, Bar/Lounge, Spa, Wifi, Fitness center, Suites, Free parking, Wheelchair access, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Tennis Court, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Accessible rooms, Refrigerator in room, Minibar, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Adult pool, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Aerobics, Arabic, Baggage Storage, BBQ Facilities, Couples Massage, Currency Exchange, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Fitness Classes, Foot Massage, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Ironing Service, Massage, Pool / Beach Towels, Salon, 24-Hour Security, Shared Lounge / TV Area, Snack Bar, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, Taxi Service, Telephone, Wake Up Service / Alarm Clock Situated in the heart of Marrakesh 5 minutes walking from Jemaa El Fna square, ideal for couples desiring to soak up the charm of Marrakesh, most attractions are within walking distance, including the Palace Bahia, the Koutoubia Mosque, the Gueliz and the Majorelle Gardens. Spectacular views of the Atlas Mountains, the minaret of the Koutoubia and a lush garden of three hectares. This property combines modern comfort and traditional Moroccan accents. Our rooms and suites, carefully designed for the comfort of a luxury accommodation in Marrakesh. They are equipped with an LCD 32 inch TV with a wide selection of international channels, direct dial telephone, air conditioning / heating, mini bar (water and soft drinks), safe and free WiFi connection. The hotel includes 3 restaurants: Buffet Restaurant: a space resolutely modern design, a cuisine with miles and flavor in a warm atmosphere. Snack Restaurant: open only during lunch time. The Culinarium (A La Carte Restaurant): For an exceptional culinary experience, open only for dinner time. Dress code is to be followed : in the common areas no swimsuits in the covered areas (Lobby, restaurant, Lobby Bar and Lounge Bar). Restaurant at dinner: long trousers for the gentlemen, no casual flip-flops, no sportswear. The hotel Spa and pools invite to regenerate in peace, while the fitness center allows you to keep in shape. The property also boasts two tennis clay courts, ping pong table, escape room."
572,SleepingJup,Vienna,,,,"Free parking, Internet, Suites, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Wheelchair access, Kids Activities, Restaurant, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Golf course, Business center, Laundry Service, Non-smoking hotel, Bowling, Bridal Suite, Game Room, Newspaper, Vending Machine Welcome to Medina Inn, your Medina “home away from home.” Medina Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Medina Hotel, visitors can check out Skyrock Farm (2.8 mi), which is a popular Medina attraction.
Rooms at Medina Inn offer air conditioning and a refrigerator providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. Free breakfast will also help to make your stay even more special. If you are driving to Medina Inn, free parking is available.
During your visit, be sure to check out a popular Medina pubs such as Medina Entertainment Center and Robert's Restaurant and Bar, which is a short distance from Medina Hotel.
Medina Inn puts the best of Medina at your fingertips, making your stay both relaxing and enjoyable.
"
573,Departure03294813221,,,,,"Restaurant, Business center, Air conditioning, Internet, Room service, Free Internet, Free parking, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Laundry Service, Concierge, Non-smoking hotel, Arabic, Baggage Storage, Breakfast in the Room, Express Check-in / Check-out, Currency Exchange, English, 24-Hour Front Desk, Hindi, Iron, Ironing Service, Newspaper, Private Check-in / Check-out See why so many travelers make Le Royal Express Salmiya their hotel of choice when visiting Salmiya. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
Le Royal Express Salmiya is a budget friendly hotel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
The hotel features a 24 hour front desk, room service, and a concierge. Plus, guests can enjoy an on-site restaurant, which has made this a popular choice among travelers visiting Salmiya.
During your visit, be sure to check out a popular Salmiya tempura restaurant such as Sakura - Holiday Inn Salmiya, which is a short distance from Le Royal Express Salmiya.
If you’re looking for things to do, you can check out Abdullah Alsalem Cultural Center, which is a popular history museum amongst tourists.
We’re sure you’ll enjoy your stay at Le Royal Express Salmiya as you experience all of the things Salmiya has to offer.
"
574,Escape665285,,,,,"Pool, Internet, Suites, Room service, Wheelchair access, Restaurant, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Fitness center, Laundry Service, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Safe, Outdoor pool, Private Beaches, Kids Activities, Beachfront, Shuttle Bus Service, Free Internet, Free parking, Bar/Lounge, Kitchenette, Spa, Airport transportation, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Concierge, Family Rooms, Accessible rooms, Minibar, Babysitting, Non-smoking hotel, Poolside Bar, Breakfast Available, Facilities for Disabled Guests, Sauna, Arabic, Baggage Storage, Bicycle Rental, Billiards, Bottled Water, Currency Exchange, English, Entertainment Staff, Evening Entertainment, 24-Hour Front Desk, Hindi, Iron, Ironing Service, Kids' Outdoor Play Equipment, Open-air Bath, Pool / Beach Towels, Shoeshine, Snack Bar, Special Diet Menus, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, VIP Room Facilities, Windsurfing, Beach Access The Best 5 Star Sea Resort allover Kingdom of Saudi Arabia : (Saudi Excellence Tourism Award 2017)"
575,psych4travel,"Fort Worth, Texas",,,,"Pool, Suites, Room service, Free parking, Restaurant, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Breakfast Buffet, Internet, Free Internet, Bar/Lounge, Spa, Wifi, Banquet Room, Family Rooms, Minibar, Conference Facilities, Safe, Flatscreen TV, Kids pool, Adult pool, Breakfast Available, Parking, Housekeeping, Kids Club, Kids Stay Free, Sauna, Arabic, Bath / Shower, Bidet, Bottled Water, Breakfast in the Room, Cable / Satellite TV, Coffee Shop, Coffee / Tea Maker, Desk, Electric Kettle, English, Free Private Parking Nearby, Complimentary Toiletries, Free Wifi in the Business Center, 24-Hour Front Desk, Gift Shop, Hiking, Indoor Play Area for Children, Interconnected room(s) available, Iron, Kids' Meals, Landmark View, Laptop Safe, Mountain View, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, Seating Area, Secured Parking, Separate Living Room, Snorkeling, Sofa, Sofa Bed, Steam Room, Swimming Pool Toys, Valet Parking, Wake Up Service / Alarm Clock "
576,fromBucharest,Bucharest,,,," At Hi Broast Restaurant Sharjah we offer meals of excellent quality and invite you to try our delicious food. The key to our success is simple: providing quality consistent food that taste great every single time. We pride ourselves on serving our customers delicious genuine dishes like: Pizza, Fast Food, Sandwiches Eat delicious food. Grab a drink. But most of all, relax! We thank you from the bottom of our hearts for your continued support."
577,GinoF_11,"Casablanca, Casablanca-Settat",,,,"Internet, Suites, Room service, Free Internet, Restaurant, Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Concierge, Air conditioning, Accessible rooms, Refrigerator in room, Non-smoking hotel, Safe, Breakfast Buffet, Arabic, Bath / Shower, Wheelchair access, Airport transportation, Public Wifi, Free Wifi, Family Rooms, Flatscreen TV, Parking, Baggage Storage, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Currency Exchange, English, 24-Hour Front Desk, Gift Shop, Ironing Service, Newspaper, Shops, Snack Bar, Special Diet Menus See why so many travelers make Al Haram Hotel their hotel of choice when visiting Medina. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.
As your “home away from home,” the hotel rooms offer a flat screen TV, a minibar, and a refrigerator, and getting online is easy, with free wifi available.
Guests have access to a 24 hour front desk, room service, and a concierge while staying at Al Haram Hotel. In addition, Al Haram Hotel offers an on-site restaurant, which will help make your Medina trip additionally gratifying. And, as an added convenience, there is parking available to guests.
While you’re here, be sure to check out Al Rawdha Restaurant, one of the seafood restaurants that can be found in Medina, which is a short distance from Al Haram Hotel.
Looking to explore? Then look no further than Al-Masjid an-Nabawi (0.2 mi), Quba Mosque (0.7 mi), and Jannatul Baqi (0.6 mi), which are some popular Medina attractions – all conveniently located within walking distance of the hotel.
At Al Haram Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Medina.
"
578,Robertsghs,"Greenwood, Indiana",,,,"Free parking, Internet, Suites, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Wheelchair access, Kids Activities, Restaurant, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Golf course, Business center, Laundry Service, Non-smoking hotel, Bowling, Bridal Suite, Game Room, Newspaper, Vending Machine Welcome to Medina Inn, your Medina “home away from home.” Medina Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Medina Hotel, visitors can check out Skyrock Farm (2.8 mi), which is a popular Medina attraction.
Rooms at Medina Inn offer air conditioning and a refrigerator providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. Free breakfast will also help to make your stay even more special. If you are driving to Medina Inn, free parking is available.
During your visit, be sure to check out a popular Medina pubs such as Medina Entertainment Center and Robert's Restaurant and Bar, which is a short distance from Medina Hotel.
Medina Inn puts the best of Medina at your fingertips, making your stay both relaxing and enjoyable.
"
579,963lindseyg,"Los Angeles, California",,,,"Pool, Internet, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Safe, Rooftop Pool, Rooftop Terrace, Breakfast Buffet, Outdoor pool, Parking, Housekeeping, Kids Stay Free, Arabic, Baggage Storage, Bath / Shower, Bottled Water, 24-Hour Check-in, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Doorperson, 24-Hour Security, Shuttle Bus Service, Breakfast included, Banquet Room, Family Rooms, Smoking rooms available, Minibar, Conference Facilities, Rooftop Bar, Flatscreen TV, Breakfast Available, Facilities for Disabled Guests, Clothes Rack, Currency Exchange, Desk, English, Filipino, Fitness Classes, Complimentary Toiletries, Complimentary Welcome Drink, Free Wifi in the Business Center, French, 24-Hour Front Desk, Hair Dryer, Hindi, Ironing Service, Landmark View, Laptop Safe, Malay, Newspaper, Pool with View, Seating Area, Shoeshine, Sofa Bed, Street Parking, Sun Deck, Sun Terrace, Taxi Service, Telephone, Urdu, VIP Room Facilities, Wake Up Service / Alarm Clock, Photo Copier / Fax In Business Center Part of the Wyndham Hotel Group, all rooms and suites have a skyline view of Kuwait city. Whether a queen or a king bed your accommodation will be memorable and the service received will be part of the Arabian hospitality. Located in the heart of the business district of Kuwait city and within walking distance from the major shopping malls and major landmarks."
580,Tour59511412827,,,,,"Internet, Kids Activities, Room service, Free Internet, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Paid Wifi, Paid Internet, Meeting rooms, Fitness center, Laundry Service, Air conditioning, Minibar, Babysitting, Non-smoking hotel, Safe, Arabic, Bottled Water, Bridal Suite, Chapel / Shrine, Coffee Shop, Currency Exchange, English, Free Public Parking Nearby, 24-Hour Front Desk, Ironing Service, Newspaper, Shoeshine See why so many travelers make Jazan Inn Hotel their hotel of choice when visiting Jazan. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
Guest rooms offer amenities such as a minibar and air conditioning, and guests can go online with free wifi offered by the hotel.
Jazan Inn Hotel features a 24 hour front desk, room service, and a coffee shop, to help make your stay more enjoyable. The property also boasts a fitness center and a lounge. If you are driving to Jazan Inn Hotel, there is free public parking available nearby.
While staying in Jazan, you can check out a popular seafood restaurant like Al Ma'ali Restaurant, which is serving up some great dishes.
At Jazan Inn Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Jazan.
"
581,raybyerley,"Mandeville, Louisiana",,,,"Wheelchair access, Breakfast included, Dry Cleaning, Pool, Internet, Free Internet, Free parking, Wifi, Free Wifi, Fitness center, Laundry Service, Non-smoking rooms, Business center, Air conditioning, Self-Serve Laundry, Microwave, Non-smoking hotel, Heated pool, Flatscreen TV, Breakfast Buffet, Indoor pool, 24-Hour Front Desk, Refrigerator in room, Breakfast Available, Housekeeping, Kids Stay Free, Bath / Shower, Blackout Curtains, Cable / Satellite TV, Children's Television Networks, Clothes Dryer, Coffee / Tea Maker, Complimentary Tea, Desk, English, Complimentary Instant Coffee, Complimentary Toiletries, Free Wifi in the Business Center, Hair Dryer, Interconnected room(s) available, Iron, Newspaper, Outdoor Furniture, Private Bathrooms, Saltwater Pool, Sofa, Sofa Bed, Sun Loungers / Beach Chairs, Sun Umbrellas, Telephone, Tile / Marble Floor, Vending Machine, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Washing Machine The Hampton Inn Medina hotel in Ohio is conveniently located between Cleveland and Akron with easy access to Interstate I-71, the motor North-South Interstate connecting Cleveland, Columbus, and Cincinnati."
582,jamiepG1879SN,,,,," Ruled by royals since its very inception, the region of Punjab is known for food that is quite literally fit for kings. Punjab Grill recreates these riches from the past while adding to them the twist of today. Punjab Grill has by now become one of the most critically acclaimed fine dining restaurants in Abu Dhabi, India, Singapore, Bangkok and recently opened outpost in Washington D.C. The restaurant offers an impressive spread of progressive and classic fine North Indian/Punjabi fare as well as a selection of unique signature beverages. This cuisine has a long-standing tradition, and is famous for very rich, buttery and uniquely flavoured dishes. Punjab Grill’s talented chefs give its unique dishes a modern interpretation and a contemporary twist, both in flavour and presentation. The uniquely designed interior caters to different types of diners and occasions. The restaurant is fully equipped with exquisitely decorated open and private dining areas, lounge and bar seating."
583,R9733HWpeters,,,,,"Internet, Free Internet, Wifi, Free Wifi, Suites, Room service, Restaurant, Dry Cleaning, Non-smoking rooms, Business center, Fitness center, Laundry Service, Air conditioning, Minibar, Safe, Flatscreen TV, Breakfast Buffet, Parking, Housekeeping, Kids Activities, Free parking, Wheelchair access, Spa, Airport transportation, Breakfast included, Meeting rooms, Concierge, Multilingual Staff, Conference Facilities, Non-smoking hotel, Free airport transportation, Facilities for Disabled Guests, Arabic, Baggage Storage, Car Hire, Express Check-in / Check-out, Currency Exchange, English, Filipino, 24-Hour Front Desk, Hindi, Ironing Service, Newspaper At the Best Western Plus Salmiya you're sure to find that little something extra. With our modern amenities and thoughtful design, the Best Western Plus Salmiya will stand out among other hotels in Salmiya,. For the business traveler, a spacious work desk and free internet access are included in all our guest rooms to ensure you don't miss a beat while you're away from the office. For extended stays, each room provides a convenient in-room mini fridge that is ideal for drinks and snacks. We also have an in-house fitness room, so you can keep up your workout routine while you're on the road. As always, the Best Western Plus Salmiya will provide you with the superior customer service that you are used to at Best Western® Hotels & Resorts."
584,D452FNdeborahs,"Ramsey, Minnesota",,,," The idyllic day to night destination, finds home to beautiful Saadiyat Island of Buddha – Bar Beach. Extending indoors and outdoors, offering a diversity of dining and lounge areas accompanied by eclectic music and impressive cocktails, Buddha – Bar Beach is the most inviting place to transit from day to night and enjoy the mystifying sunset of Arabian Gulf."
585,sandhillsgal,,,,, Next door to the Tanuf Residency.
586,debmC3697SI,,,,,"Free parking, Internet, Suites, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Wheelchair access, Kids Activities, Restaurant, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Golf course, Business center, Laundry Service, Non-smoking hotel, Bowling, Bridal Suite, Game Room, Newspaper, Vending Machine Welcome to Medina Inn, your Medina “home away from home.” Medina Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Medina Hotel, visitors can check out Skyrock Farm (2.8 mi), which is a popular Medina attraction.
Rooms at Medina Inn offer air conditioning and a refrigerator providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. Free breakfast will also help to make your stay even more special. If you are driving to Medina Inn, free parking is available.
During your visit, be sure to check out a popular Medina pubs such as Medina Entertainment Center and Robert's Restaurant and Bar, which is a short distance from Medina Hotel.
Medina Inn puts the best of Medina at your fingertips, making your stay both relaxing and enjoyable.
"
587,MNLorus,,,,," About Us
Dirty Al’s has been in operation since 1986 and has always provided the freshest seafood to thousands of visitors from all over the world.
As a family owned and operated business, we have always taken great pride in taking care of each customer and providing them with a unique experience that they can only get from eating at Dirty Al’s. Dirty Al promises every customer that they will only be served the absolute freshest seafood caught in the wild off the Gulf of Mexico.
A Father and his Sons Make a Great Team!
Alfonso Salazar, better known as “Dirty Al” originally started shrimping as a young man with his father and 6 brothers. In 2003, he and his youngest son, Cameron, who graduated from Culinary School, transformed his bait stand into a restaurant where together they have been known for having “The World’s Best Fried Shrimp”! In 2005, his other two sons returned home to help grow the business. To this day, they now own 6 restaurants on beautiful South Padre Island and continue to bring only the “best” Gulf Seafood to each customer’s table."
588,253suniln,,,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
589,573maggiem,"Mulwala, New South Wales",,,,"Internet, Suites, Room service, Free Internet, Restaurant, Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Concierge, Air conditioning, Accessible rooms, Refrigerator in room, Non-smoking hotel, Safe, Breakfast Buffet, Arabic, Bath / Shower, Wheelchair access, Airport transportation, Public Wifi, Free Wifi, Family Rooms, Flatscreen TV, Parking, Baggage Storage, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Currency Exchange, English, 24-Hour Front Desk, Gift Shop, Ironing Service, Newspaper, Shops, Snack Bar, Special Diet Menus See why so many travelers make Al Haram Hotel their hotel of choice when visiting Medina. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.
As your “home away from home,” the hotel rooms offer a flat screen TV, a minibar, and a refrigerator, and getting online is easy, with free wifi available.
Guests have access to a 24 hour front desk, room service, and a concierge while staying at Al Haram Hotel. In addition, Al Haram Hotel offers an on-site restaurant, which will help make your Medina trip additionally gratifying. And, as an added convenience, there is parking available to guests.
While you’re here, be sure to check out Al Rawdha Restaurant, one of the seafood restaurants that can be found in Medina, which is a short distance from Al Haram Hotel.
Looking to explore? Then look no further than Al-Masjid an-Nabawi (0.2 mi), Quba Mosque (0.7 mi), and Jannatul Baqi (0.6 mi), which are some popular Medina attractions – all conveniently located within walking distance of the hotel.
At Al Haram Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Medina.
"
